course_id,source_type,institution_id,No,hyperlink,duration,single,monthly_allowance,practical_allowance,free_hostel,free_meals,tuition_fee,registration_fee
IJTM-CET-014,tvet,IJTM-028,105.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=33887,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-015,tvet,IJTM-002,106.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=39065,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-015,tvet,IJTM-003,107.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=36779,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-015,tvet,IJTM-008,108.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=36815,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-015,tvet,IJTM-012,109.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=36927,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-015,tvet,IJTM-014,110.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=44014,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-015,tvet,IJTM-017,111.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=36803,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-015,tvet,IJTM-018,112.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=36737,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-015,tvet,IJTM-020,113.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=36698,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-015,tvet,IJTM-021,114.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=36683,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-015,tvet,IJTM-024,115.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=39071,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-015,tvet,IJTM-028,116.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=36716,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-015,tvet,IJTM-032,117.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=36761,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-015,tvet,IJTM-034,118.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=36731,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-016,tvet,IJTM-002,119.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=9272,21 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-016,tvet,IJTM-011,120.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=46910,21 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-016,tvet,IJTM-024,121.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=7378,21 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-016,tvet,IJTM-033,122.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=30609,21 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-017,tvet,IJTM-007,123.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=45646,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-017,tvet,IJTM-013,124.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=45682,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-017,tvet,IJTM-014,125.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=45643,21 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-017,tvet,IJTM-020,126.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=45673,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-018,tvet,IJTM-032,127.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=30543,21 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-019,tvet,IJTM-015,128.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=34040,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-019,tvet,IJTM-017,129.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=33968,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-019,tvet,IJTM-018,130.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=33920,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-019,tvet,IJTM-019,131.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=33938,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-019,tvet,IJTM-020,132.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=33869,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-019,tvet,IJTM-025,133.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=36921,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-020,tvet,IJTM-013,134.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=10964,21 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-020,tvet,IJTM-015,135.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=10082,21 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-021,tvet,IJTM-021,136.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=30438,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-021,tvet,IJTM-030,137.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=7204,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-022,tvet,IJTM-024,138.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=7375,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-023,tvet,IJTM-007,139.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=34019,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-024,tvet,IJTM-012,140.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=36930,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-024,tvet,IJTM-023,141.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=8005,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-024,tvet,IJTM-033,142.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=36897,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-025,tvet,IJTM-002,143.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=33908,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-025,tvet,IJTM-013,144.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=33986,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-025,tvet,IJTM-019,145.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=33935,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-025,tvet,IJTM-032,146.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=33941,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-026,tvet,IJTM-003,147.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=33959,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-027,tvet,IJTM-027,148.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=34511,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-028,tvet,IJTM-020,149.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=33866,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-029,tvet,IJTM-012,150.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=33998,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-029,tvet,IJTM-017,151.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=33965,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-029,tvet,IJTM-021,152.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=33859,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-030,tvet,IJTM-021,153.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=33865,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-031,tvet,IJTM-002,154.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=34146,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-031,tvet,IJTM-003,155.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=34535,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-031,tvet,IJTM-005,156.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=45679,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-031,tvet,IJTM-009,157.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=34562,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-031,tvet,IJTM-023,158.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=34149,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-031,tvet,IJTM-024,159.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=34152,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-031,tvet,IJTM-028,160.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=34137,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-031,tvet,IJTM-033,161.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=34580,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-031,tvet,IJTM-034,162.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=34143,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-032,tvet,IJTM-024,163.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=44050,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-033,tvet,IJTM-002,164.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=39068,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-033,tvet,IJTM-003,165.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=36782,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-033,tvet,IJTM-017,166.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=36806,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-033,tvet,IJTM-024,167.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=39074,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-033,tvet,IJTM-028,168.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=36713,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-033,tvet,IJTM-032,169.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=36764,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-033,tvet,IJTM-033,170.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=36891,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-033,tvet,IJTM-034,171.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=36728,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-034,tvet,IJTM-015,172.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=36846,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-034,tvet,IJTM-018,173.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=36749,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-034,tvet,IJTM-020,174.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=36704,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-034,tvet,IJTM-028,175.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=7219,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-035,tvet,IJTM-034,176.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=7291,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-036,tvet,IJTM-002,177.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=9269,27 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-037,tvet,IJTM-021,178.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=7066,21 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-038,tvet,IJTM-009,179.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=9617,21 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-038,tvet,IJTM-019,180.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=7489,21 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
IJTM-CET-038,tvet,IJTM-023,181.0,https://mohon.tvet.gov.my/awam-kursus/kursus?id_kursus=8002,21 Bulan,0.0,RM100,RM300,1.0,1.0,Percuma,Percuma
